post_id,date,time,post_text,user_id,followers,friends,favourites,statuses,retweets,label,neg_words_count
635718588171702272,2015-08-24,07:41:37,"RT @craftsbeautiful: Happy #Monday, crafters! If you need a bit of a pick-me-up to get you started, check this out: http://t.co/5xa87FWND4 …",1013187241,84,211,251,837,4,1,1
635717273462902784,2015-08-24,07:36:23,They don't sleep like this now :two_hearts:... #catsoftwitter http://t.co/sya7RRr2Fa http://t.co/AgJ2tx5f93,1013187241,84,211,251,837,0,1,3
635711239046475776,2015-08-24,07:12:24,Truly so awful :worried_face: https://t.co/jI4Lw4K8co,1013187241,84,211,251,837,0,1,2
635710739081261056,2015-08-24,07:10:25,I don't understand this. What does it achieve?!:confused_face:Palmyra's Baalshamin temple 'blown up by IS' http://t.co/XvuLGzu73Q,1013187241,84,211,251,837,0,1,5
635698503784730624,2015-08-24,06:21:48,"RT @designtaxi: Cigarettes made out of green tea leaves, claim to help you quit smoking http://t.co/F7MVaZdBis http://t.co/HaKwgTO1fO",1013187241,84,211,251,837,34,1,3
635569269787500544,2015-08-23,21:48:16,Not having to get up in the morning for two whole weeks. Bliss. :smiling_face_with_smiling_eyes:,1013187241,84,211,251,837,0,1,7
635543618380562433,2015-08-23,20:06:21,I feel like an invisible hand is trying to remove both my eyeballs with a spoon :confounded_face:,1013187241,84,211,251,837,0,1,3
635542289629192192,2015-08-23,20:01:04,RT @designtaxi: ‘Hair tapestry’ is the latest hair trend http://t.co/nEqzTNqVjJ http://t.co/WrjBKlcVvo,1013187241,84,211,251,837,12,1,2
635533454076215296,2015-08-23,19:25:57,It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,1013187241,84,211,251,837,0,1,2
635532439201415169,2015-08-23,19:21:55,"@ThomasEvansUKIP it's The Mail, it's entirely their MO. Mail Online is barely 'news' :confused_face:",1013187241,84,211,251,837,0,1,7
635527712275308544,2015-08-23,19:03:08,@OffensiveBanter it's so awful :worried_face:,1013187241,84,211,251,837,0,1,3
635526891013828608,2015-08-23,18:59:52,The awfulness of it continues. Heartbreaking :worried_face: https://t.co/wdZELWA3ah,1013187241,84,211,251,837,0,1,5
635489332082683904,2015-08-23,16:30:38,Lazy afternoon snooze with my kitty cat... #lazysunday,1013187241,84,211,251,837,0,1,4
635480709331877889,2015-08-23,15:56:22,The pain and heartbreak of tragedy is such a confusing emotion. I feel such sadness for my south coast friends #shoreham,1013187241,84,211,251,837,1,1,6
635466276417204224,2015-08-23,14:59:01,Pouring with rain in #cambridge. That sun didn't last long... :confused_face:,1013187241,84,211,251,837,1,1,4
635457669915086850,2015-08-23,14:24:49,RT @brightonargus: Friends of @WorthingUtdFC footballers pay tribute to to their teammates - http://t.co/dtJkxu7O3J http://t.co/hDrCAJ10c9,1013187241,84,211,251,837,6,1,2
635437561767444480,2015-08-23,13:04:55,I've done nothing for the last 40 minute. Enough. I need to stand up and do stuff #lazysunday,1013187241,84,211,251,837,0,1,7
635353558045597697,2015-08-23,07:31:07,RT @craftsbeautiful: Comfy this Sunday morning? Our cushion blog post will only make you more snug! http://t.co/EMSga5PBF3 http://t.co/tiyZ…,1013187241,84,211,251,837,1,1,2
635343406479339520,2015-08-23,06:50:46,RT @brightonargus: A27 diversion route likely to remain in place all day after Shoreham air crash - http://t.co/P7NroQNpgi http://t.co/lfLO…,1013187241,84,211,251,837,28,1,3
635341947071266816,2015-08-23,06:44:58,"@JackDineen1 new media highlights the hypocrisy of humans. Tragedy is global, but many choose to ignore what's not on their doorstep x",1013187241,84,211,251,837,0,1,8
635187171243229185,2015-08-22,20:29:57,I hope the pilot pulls through. There's been enough death today at #shoreham :worried_face: https://t.co/6whLQe3pk8,1013187241,84,211,251,837,1,1,7
635128780235894784,2015-08-22,16:37:55,@Sarah_Booker @yorkshireguy I keep seeing comments that the pilot was saved. If true I find that quite incredible,1013187241,84,211,251,837,0,1,7
635122065058742272,2015-08-22,16:11:14,"@Sarah_Booker @yorkshireguy urgh, awful :crying_face:",1013187241,84,211,251,837,0,1,4
635121565361938432,2015-08-22,16:09:15,"@yorkshireguy @Sarah_Booker I can't shake the image of the unsuspecting people, driving along, minding their own business. Tragically sad.",1013187241,84,211,251,837,0,1,13
635119579455451136,2015-08-22,16:01:22,"@Sarah_Booker *this*. Dear god! Horrific image :worried_face: Awful, awful, awful :crying_face: https://t.co/gG0rUMNvmm",1013187241,84,211,251,837,0,1,7
635117890262446080,2015-08-22,15:54:39,RT @BBCBreaking: 7 people confirmed dead after plane crashed into several vehicles on A27 during #Shoreham Airshow http://t.co/iSmQGJY1eB,1013187241,84,211,251,837,1213,1,7
635115683232227329,2015-08-22,15:45:53,@Sarah_Booker BBC reporting 7 fatalities so far :worried_face: Just so awful,1013187241,84,211,251,837,0,1,4
635112732132528128,2015-08-22,15:34:09,Toaster shopping is needlessly confusing...,1013187241,84,211,251,837,0,1,3
635111298687221760,2015-08-22,15:28:28,"Finding it hard to find a 'funky' decent quality toaster at a reasonable price. All silver, boring or cheap looking... #firstworldproblems",1013187241,84,211,251,837,0,1,9
635109574039760896,2015-08-22,15:21:36,RT @BBCSussex: This very sad footage has been released of the #Shoreham air crash. The content is obviously distressing. http://t.co/aG2sWz…,1013187241,84,211,251,837,69,1,7
635097271646978048,2015-08-22,14:32:43,@Sarah_Booker I had the same thought :worried_face:,1013187241,84,211,251,837,0,1,3
635095852600696832,2015-08-22,14:27:05,"What an awful, awful tragedy. Let's hope the casualties are few :worried_face: https://t.co/fKRqw7XRHP",1013187241,84,211,251,837,0,1,5
634994424653709312,2015-08-22,07:44:03,So true :two_hearts: http://t.co/OC0WW3jUQB,1013187241,84,211,251,837,0,1,1
634974010309263360,2015-08-22,06:22:55,Sofa shopping! Whoop! :party_popper:,1013187241,84,211,251,837,0,1,1
634972142795403264,2015-08-22,06:15:30,My cat is always overjoyed to see me every morning. That kind of love is priceless :two_hearts::smiling_face_with_smiling_eyes:,1013187241,84,211,251,837,0,1,4
634965102727430144,2015-08-22,05:47:32,@jessgrace_ beach trip :winking_face:,1013187241,84,211,251,837,0,1,3
634960545607778304,2015-08-22,05:29:25,@jessgrace_ are you going to go?,1013187241,84,211,251,837,0,1,1
634814583899877377,2015-08-21,19:49:25,"It's dusk, but warm. Cool :smiling_face_with_smiling_eyes::two_hearts: http://t.co/iZfy86TPbG",1013187241,84,211,251,837,0,1,2
634799750685040640,2015-08-21,18:50:29,@MrBenBrown awesome motovlogs! Your commentary is great fun. Now I want a bike... :winking_face:,1013187241,84,211,251,837,0,1,3
634770016227958784,2015-08-21,16:52:19,RT @JasonLea69: #dolphins spotted heading east from #Hove keep a look out! @brightonargus,1013187241,84,211,251,837,2,1,2
634765257475522560,2015-08-21,16:33:25,Just finished a service centre call that didn't make me want to cry or punch something. Good work Eon :thumbs_up_medium-light_skin_tone:,1013187241,84,211,251,837,0,1,7
634763828862021632,2015-08-21,16:27:44,RT @CambridgeNewsUK: Man taken to hospital after suffering arm wrestling injury on Mill Road http://t.co/4vIAhxYS6g,1013187241,84,211,251,837,3,1,6
634760324378443776,2015-08-21,16:13:49,@EONhelp you too! :sun:,1013187241,84,211,251,837,0,1,0
634759751851745281,2015-08-21,16:11:32,"@EONhelp hi, thx. Yes, I found it in the end and spoke with a nice, helpful young lady. All sorted. Thx.",1013187241,84,211,251,837,0,1,2
634759509827829760,2015-08-21,16:10:35,"@EONhelp re my last tweet, don't worry, spoke to v helpful young lady. All sorted. Thx!",1013187241,84,211,251,837,0,1,2
634756947267448833,2015-08-21,16:00:24,"@EONhelp hi, I'm trying to find a number to phone for a new account but can't find it. Please can you advise. Thx.",1013187241,84,211,251,837,0,1,6
634654037888118784,2015-08-21,09:11:28,Fragile egos and umbrage taken in a blink. I need a break.,1013187241,84,211,251,837,0,1,5
634643282493067264,2015-08-21,08:28:44,RT @DT_Kenilworth: Our dogs are desperate for treats!Ben and his friends would be so grateful for any donations. @DogsTrust http://t.co/QE0…,1013187241,84,211,251,837,44,1,3
634640362334781440,2015-08-21,08:17:08,Two weeks off. I can't f'ing wait! I need to get away from work now.,1013187241,84,211,251,837,0,1,3
634628898693742592,2015-08-21,07:31:34,RT @homemade: 15 things you didn't know you could do with Malteasers and they are all epic http://t.co/lmcWqeKIpp http://t.co/BDeyNVm5BD,1013187241,84,211,251,837,6,1,5
634628697161625600,2015-08-21,07:30:46,Feeling a strange mix of excited and sad. Such a big change looming. Very liberating in so many ways but #lifeischanging,1013187241,84,211,251,837,0,1,9
634628135196209152,2015-08-21,07:28:32,This is the last time I'm going to take this bus to work. Feels weird.,1013187241,84,211,251,837,0,1,3
634617497195540484,2015-08-21,06:46:16,... I need to care less but don't want to have a hard heart :confused_face:,1013187241,84,211,251,837,0,1,3
634617327930241024,2015-08-21,06:45:36,I don't know why I allow myself to feel such disappointment in someone even after all this time...,1013187241,84,211,251,837,0,1,4
634597667482542080,2015-08-21,05:27:28,Last day in the office for 2 weeks. Whoop! :smiling_face_with_smiling_eyes:,1013187241,84,211,251,837,0,1,4
634408642910027776,2015-08-20,16:56:21,Horrible muggy weather #cambridge #weather,1013187241,84,211,251,837,0,1,3
634407239848194048,2015-08-20,16:50:47,"Not, however, going to miss living on a road where people drive like lunatics...",1013187241,84,211,251,837,0,1,4
634403594733776896,2015-08-20,16:36:18,Walking home... occurs to me that 'walking' home won't be possible soon. I will miss that...,1013187241,84,211,251,837,0,1,4
634349032744349696,2015-08-20,12:59:29,Wondering if this will turn out to be Raymond... :confused_face: https://t.co/8La9quYnv2,1013187241,84,211,251,837,0,1,3
634321096213458944,2015-08-20,11:08:29,I’ve decided that my life NEEDS a pink cuddler chair(bed) :beaming_face_with_smiling_eyes::growing_heart::house_with_garden:,1013187241,84,211,251,837,0,1,4
634304619385081856,2015-08-20,10:03:00,I love this story  https://t.co/njKcbjQSPG,1013187241,84,211,251,837,0,1,0
634268862238826496,2015-08-20,07:40:55,Good luck to all the kids getting their GCSE results today :graduation_cap: #resultsday,1013187241,84,211,251,837,0,1,3
634259276270338048,2015-08-20,07:02:50,No people &amp; no traffic... where is everyone? #quietcambridge,1013187241,84,211,251,837,0,1,2
634251264033955840,2015-08-20,06:30:59,Can faffing be considered a hobby? I'm very good at that...,1013187241,84,211,251,837,0,1,2
634245970147057665,2015-08-20,06:09:57,"This, absolutely this :purple_heart: http://t.co/No4nlwFU0b",1013187241,84,211,251,837,0,1,1
634244897139240960,2015-08-20,06:05:41,All I can think about right now is sofa shopping. Excited! lol :house_with_garden::party_popper:,1013187241,84,211,251,837,0,1,3
634230985228427264,2015-08-20,05:10:24,I suppose I should get up...,1013187241,84,211,251,837,0,1,0
634133567627509760,2015-08-19,22:43:18,Need to sleep but it's been an exciting day and I'm still buzzed :beaming_face_with_smiling_eyes::house_with_garden:,1013187241,84,211,251,837,0,1,4
634132850007257093,2015-08-19,22:40:27,Mini hog earlier this evening. One of two that have moved in :two_hearts: http://t.co/29co4uhEm0,1013187241,84,211,251,837,0,1,4
633526666464243712,2015-08-18,06:31:42,"RT @designtaxi: The best times to post on Facebook, Instagram, Twitter http://t.co/Q96mJITd86 http://t.co/VtRkDF14tB",1013187241,84,211,251,837,24,1,2
633523125435637760,2015-08-18,06:17:38,"Another milestone day... insurance in place, final viewing tonight, deposit prepared, exchange imminent :thumbs_up_medium-light_skin_tone: :smiling_face_with_smiling_eyes:",1013187241,84,211,251,837,0,1,12
633522478434910208,2015-08-18,06:15:03,This is so me :beaming_face_with_smiling_eyes: http://t.co/l7D49IpUgk,1013187241,84,211,251,837,0,1,2
633519761285120000,2015-08-18,06:04:15,"I miss you, every single day. I don't think you know that. Still, it's true :two_hearts:",1013187241,84,211,251,837,0,1,7
633414312011407364,2015-08-17,23:05:14,There's either an eyelash or an elephant in my eye. Either way the net result is the same... #pain,1013187241,84,211,251,837,0,1,7
633372452375121920,2015-08-17,20:18:54,"RT @Elephantopia: ELEPHANT FACT OF THE DAY: An elephant herd is considered one of the most closely knit societies of any animal,... http://…",1013187241,84,211,251,837,79,1,3
633332976764514304,2015-08-17,17:42:03,"@CeliaHammond my beautiful Spopie, adopted from CHAT in 2007. Loving the :sun: last week :growing_heart: #blackcatappreciationday http://t.co/ccLqLmsYPr",1013187241,84,211,251,837,3,1,5
633311371204132864,2015-08-17,16:16:11,@Nimmykins do you still use this account?,1013187241,84,211,251,837,0,1,2
633310349735948292,2015-08-17,16:12:08,@Paulamanning6 @RSPCA_official what a beauty!,1013187241,84,211,251,837,0,1,1
633303580217344000,2015-08-17,15:45:14,Interesting reading... BBC News - Better diagnosis call for adults with ADHD http://t.co/ExEOX2R8CA,1013187241,84,211,251,837,0,1,4
633243511027027968,2015-08-17,11:46:32,"@RSPCA_official this is my girl, Spopie #blackcatappreciationday http://t.co/mgDEVpbQ3O",1013187241,84,211,251,837,4,1,1
633237525117693952,2015-08-17,11:22:45,Cementing my status as ‘that crocheting weirdo’ in the staff cafe... :beaming_face_with_smiling_eyes:,1013187241,84,211,251,837,0,1,7
633235386769276928,2015-08-17,11:14:15,Hear hear  https://t.co/qWjDXE8Eww,1013187241,84,211,251,837,0,1,0
633235276203171840,2015-08-17,11:13:49,Never thought I'd say this but I'm glad for the distraction of work. Something to keep me productive and organised...,1013187241,84,211,251,837,0,1,5
633213464027267073,2015-08-17,09:47:09,It feels autumnal out all of a sudden... :fallen_leaf::maple_leaf:,1013187241,84,211,251,837,0,1,1
633182008970227712,2015-08-17,07:42:09,Made Jess a cake... :birthday_cake: http://t.co/0DIPzH62iM,1013187241,84,211,251,837,0,1,1
633170396888608768,2015-08-17,06:56:01,RT @CambridgeNewsUK: Community rallies behind former soldier who was seen begging at the Beehive Centre http://t.co/n4D4rY347m http://t.co/…,1013187241,84,211,251,837,4,1,6
633170263396511745,2015-08-17,06:55:29,RT @abigail_titmuss: 5yrs ago a puppy was abandoned in Ireland. @DogsTrust took him to London. I adopted him. Today he swims in California …,1013187241,84,211,251,837,47,1,5
633169388452085760,2015-08-17,06:52:00,I miss you every single day. Some days it feels like being gut-punched.,1013187241,84,211,251,837,0,1,4
632926198348283905,2015-08-16,14:45:39,House smells of cake... :smiling_face_with_heart-eyes::birthday_cake:,1013187241,84,211,251,837,0,1,2
632870146709803008,2015-08-16,11:02:55,Cotton granny square: pink and grey #crochet #grannysquare http://t.co/ZQzUv3mbEX,1013187241,84,211,251,837,0,1,1
632843537038614528,2015-08-16,09:17:11,"I've had my little car a year today. Happy Birthday little car, still going strong :party_popper::oncoming_automobile:",1013187241,84,211,251,837,0,1,3
632646475768549377,2015-08-15,20:14:08,A bad week calls for #comfortfood http://t.co/pamCWA4299,1013187241,84,211,251,837,0,1,1
632552107791515649,2015-08-15,13:59:09,I :red_heart: Ely :smiling_face_with_smiling_eyes::two_hearts: #ely #cambridgeshire https://t.co/SryXXpkJlQ,1013187241,84,211,251,837,0,1,3
632486874595074048,2015-08-15,09:39:56,Gorgeous day for a drive to Ely @ Ely Catherdral https://t.co/J9sd3rju7k,1013187241,84,211,251,837,0,1,1
632264806389706752,2015-08-14,18:57:31,@jessgrace_ I thought you said I could have him? :winking_face:,1013187241,84,211,251,837,0,1,3
631811145410723844,2015-08-13,12:54:50,@Sarah_Booker it looks awful down there. I hope you're okay xx https://t.co/E5oaLT18Yx,1013187241,84,211,251,837,0,1,3
631810620288053249,2015-08-13,12:52:45,RT @brightonargus: In pictures: Severe weather hits Sussex - http://t.co/QGXilqMxMi http://t.co/wJCxwF2vr2,1013187241,84,211,251,837,10,1,3
631589569172013059,2015-08-12,22:14:22,Block 12: another traditional #granny-square #crochet #crochetblanket #afghan http://t.co/DfaZPxheqH,1013187241,84,211,251,837,0,1,2
631569225379876864,2015-08-12,20:53:31,Hog time! :two_hearts: #hedgehog http://t.co/txlXnmZwgB,1013187241,84,211,251,837,0,1,1
631539401554837504,2015-08-12,18:55:01,This http://t.co/9ckfTcg4to,1013187241,84,211,251,837,0,1,0
631535225701593088,2015-08-12,18:38:25,"This I know: don't crochet when tipsy, angry or sad. Too many extremes and crochet don't mix for me...",1013187241,84,211,251,837,0,1,5
631533943439917056,2015-08-12,18:33:20,"Feeling emotionally drained. Time for an easy, stress free evening. Crochet and the Penguins of Madagascar :penguin:",1013187241,84,211,251,837,0,1,9
631531032924303360,2015-08-12,18:21:46,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1,3
631531032924303360,2015-08-12,18:21:46,RT @richardbranson: Read this wonderful blog about elephant conservation in Zimbabwe: http://t.co/MByWtcAElX #WorldElephantDay http://t.co/…,1013187241,84,211,251,837,469,1,3
631531015446622209,2015-08-12,18:21:42,"RT @AstronautAbby: #AstroLuca2013 RT @astro_luca: Arriving in #Queensland, we’re welcomed by a riveting, colorful nature #Australia http://…",1013187241,84,211,251,837,62,1,3
631518690807271424,2015-08-12,17:32:43,RT @BBCCambs: Aboard the aquatic combines 'harvesting' weeds in Cambs waterways http://t.co/oROpiSiWk2 - @dottymcl 07:50 http://t.co/9V5Afb…,1013187241,84,211,251,837,9,1,6
631237613937127424,2015-08-11,22:55:49,"This, yep http://t.co/J8chAUgPTy",1013187241,84,211,251,837,0,1,0
631234172477153280,2015-08-11,22:42:09,"Big hoggle, out for his supper tonight. He's a magical little beastie :growing_heart: http://t.co/z8ECvjJG46",1013187241,84,211,251,837,0,1,1
631200592669577216,2015-08-11,20:28:43,RT @RSPCA_official: Marley &amp; Zena on #DogRescuers looking fab after rescue from owner who let them to almost starve. Owning a dog is a priv…,1013187241,84,211,251,837,18,1,5
631199941059325952,2015-08-11,20:26:07,RT @Protect_Wldlife: Indeed! http://t.co/wK9r6khTaj,1013187241,84,211,251,837,842,1,2
631188164896509952,2015-08-11,19:39:20,Such a magical sky tonight. It changes in seconds #nofilter http://t.co/7Ms2AwwgQY,1013187241,84,211,251,837,0,1,3
631185760977334272,2015-08-11,19:29:46,Beautiful sky tonight #nofilter http://t.co/C3DI8rp0bq,1013187241,84,211,251,837,0,1,1
631181394182565888,2015-08-11,19:12:25,A rare Tuesday treat for dinner #comfortfood https://t.co/9LEtZ3J7NN,1013187241,84,211,251,837,0,1,1
631161724230610944,2015-08-11,17:54:16,Bought today. Can't decide if this is super organised or waaay too early... http://t.co/q73bhZqJLn,1013187241,84,211,251,837,0,1,2
631160423799238657,2015-08-11,17:49:06,"@lilypebbles sorry to hear this Lily. Pets are family, and it's heartbreaking when they die. Dixie had a lovely life with you x",1013187241,84,211,251,837,0,1,4
631127184707612672,2015-08-11,15:37:01,Must remember this... http://t.co/Pq9N006MBF,1013187241,84,211,251,837,0,1,0
630638584039624704,2015-08-10,07:15:29,Gorilla Has Amazing Reaction When Reunited With Man That Took Care Of Him For 5 Years http://t.co/wul3hxTvGR,1013187241,84,211,251,837,0,1,2
630512758497394688,2015-08-09,22:55:30,RT @designtaxi: Test your eyes by playing this fast-paced color-matching game http://t.co/hFramEin83 http://t.co/qDUPDbDRNq,1013187241,84,211,251,837,23,1,3
630512726285156352,2015-08-09,22:55:22,"I scored 447 points at KOLOR, a game where you have to guess colors to score high!",1013187241,84,211,251,837,0,1,1
630511794956693504,2015-08-09,22:51:40,"Awake. Mind racing. Need to sleep, dammit! :worried_face: #insomnia",1013187241,84,211,251,837,0,1,4
630507417500000257,2015-08-09,22:34:17,Square 11 done #crochet #crochetblanket http://t.co/4EHqftYzvt,1013187241,84,211,251,837,0,1,0
630507027375214592,2015-08-09,22:32:44,"@the_candourist glad to see that you survived the brutality of the desert. Stay strong, be safe",1013187241,84,211,251,837,0,1,6
630448611252404224,2015-08-09,18:40:36,I’ve just remembered that the new house has  range cooker. Whoop! Looking forward to road testing it :smiling_face_with_smiling_eyes:,1013187241,84,211,251,837,0,1,5
630387865445343232,2015-08-09,14:39:13,Square 10 / lacy #crochet / pale blue DK yarn #crocheting #crochetblanket http://t.co/VRVVn6vqoH,1013187241,84,211,251,837,0,1,2
630368131723231232,2015-08-09,13:20:48,9 squares made #crochet #crocheting http://t.co/mROMYKM0tA,1013187241,84,211,251,837,1,1,2
630325533990064128,2015-08-09,10:31:32,RT @CambridgeNewsUK: Have you had a look around Milton Country Park? We've found some of its prettiest spots http://t.co/wnbSmqq5hs http://…,1013187241,84,211,251,837,11,1,0
630325417497505792,2015-08-09,10:31:05,RT @twistedthread: Happy Sunday! #BorntoSew http://t.co/pmV7hEWAZW,1013187241,84,211,251,837,2,1,1
630320799640068096,2015-08-09,10:12:44,"Deckchair in the sun, what's not to love? :sun::two_hearts::smiling_face_with_sunglasses: #CatsOfTwitter http://t.co/VEGr1rwUag",1013187241,84,211,251,837,0,1,4
630128421033648128,2015-08-08,21:28:17,Watching Pitch Perfect 2... Pat Benatar - We Belong https://t.co/WLLJ5EN5UY,1013187241,84,211,251,837,0,1,2
630125190861717504,2015-08-08,21:15:27,"Natalie Imbruglia, where is she now...?",1013187241,84,211,251,837,0,1,2
630121186882662400,2015-08-08,20:59:32,Two hoggles out for dinner so far tonight... #hedgehog http://t.co/ujiXe60Csl,1013187241,84,211,251,837,0,1,2
630000268273393664,2015-08-08,12:59:03,RT @bhcitynews: #Brighton student chosen to exhibit alongside Hogarth and Reynolds at National Portrait Gallery http://t.co/4tiSQ7JM61,1013187241,84,211,251,837,9,1,3
629999965885067264,2015-08-08,12:57:51,@Woof_ALL_4_PETS beautiful kitty!,1013187241,84,211,251,837,0,1,0
629999439319576576,2015-08-08,12:55:45,@ViviannaMakeup what a lovely kitchen!,1013187241,84,211,251,837,0,1,1
